id,jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout
ST7281,47.84,53.6,92.68,State,72.11,2,Allen,3.9,Mid,Upto 10th,Urban,High,No,no
ST7282,62.51,87.89,62.35,State,75.15,2,Allen,4,High,Upto 10th,Urban,Medium,No,no
ST7283,88.72,97.47,75.87,CBSE,54.21,1,Allen,4.3,Low,PG,Semi-Urban,Low,Yes,yes
ST7284,58.26,65.37,77.23,State,71.9,2,FIITJEE,5.5,Mid,PG,Urban,High,Yes,no
ST7285,65.5,86,66.32,ICSE,86.15,2,Allen,5.8,High,12th,Rural,Medium,Yes,no
ST7286,78.47,49.1,75.28,CBSE,89.09,2,FIITJEE,1.7,Mid,PG,Rural,Low,Yes,no
ST7287,82.97,83.2,70.95,ICSE,82.19,1,No Coaching,3.9,High,12th,Semi-Urban,High,Yes,no
ST7288,68.48,82.76,50.99,State,61.65,1,No Coaching,7,Mid,12th,Rural,Low,Yes,no
ST7289,63.63,79.81,64.01,State,87.59,2,No Coaching,1.9,Low,Graduate,Rural,Medium,Yes,yes
ST7290,91.91,65.75,60.65,CBSE,82.24,2,No Coaching,4.6,Low,Graduate,Semi-Urban,Low,Yes,no
ST7291,96.34,18.73,62.46,ICSE,73.83,2,FIITJEE,4.2,Mid,PG,Rural,High,Yes,no
ST7292,85.7,55.73,52.35,CBSE,54.75,1,FIITJEE,3.4,Mid,PG,Semi-Urban,High,Yes,no
ST7293,73.19,55.99,81.52,ICSE,84.54,2,No Coaching,7.7,Mid,Graduate,Rural,Low,No,no
ST7294,60.68,50.35,87.22,State,69.08,1,Allen,4.6,Low,PG,Semi-Urban,High,Yes,yes
ST7295,60.37,67.96,79.74,CBSE,78.46,2,No Coaching,7.5,Mid,Graduate,Semi-Urban,Low,Yes,no
ST7296,79.32,59.3,83.25,CBSE,75.68,2,No Coaching,4.5,Low,Upto 10th,Urban,Low,Yes,no
ST7297,77.86,52.81,63.86,ICSE,90.38,1,FIITJEE,5.4,Mid,PG,Semi-Urban,Medium,Yes,no
ST7298,91.62,49.06,60.36,State,73.75,1,No Coaching,3.3,Mid,12th,Rural,Medium,No,no
ST7299,81.11,54.55,58.66,State,74.85,1,FIITJEE,3.4,High,Upto 10th,Urban,Low,No,no
ST7300,50.96,83.94,75.73,ICSE,90.79,2,Local,5.3,Low,Upto 10th,Urban,High,No,no
ST7301,86.73,55.42,70.72,ICSE,68.42,2,FIITJEE,5.4,Mid,PG,Urban,Medium,No,no
ST7302,58.03,57.76,67.07,ICSE,83.14,1,No Coaching,5.7,Low,Graduate,Semi-Urban,High,No,no
ST7303,66.62,58.69,83.54,ICSE,73.01,1,Allen,5.3,High,12th,Semi-Urban,Low,No,no
ST7304,75.5,71.42,72.86,ICSE,64.97,2,FIITJEE,1.8,Low,Graduate,Urban,High,No,yes
ST7305,99.94,73.3,57.94,State,75.01,2,FIITJEE,2.9,Low,PG,Semi-Urban,High,Yes,no
ST7306,100,17.29,59.83,State,81.92,1,FIITJEE,6.2,Low,Graduate,Rural,Low,Yes,no
ST7307,80.49,82.35,76.18,CBSE,88.54,2,No Coaching,0.6,Low,PG,Rural,Medium,No,no
ST7308,69.44,88.98,80.5,State,89.75,1,No Coaching,5.1,Low,PG,Rural,Medium,Yes,yes
ST7309,79.48,49.2,74.62,ICSE,72.05,2,FIITJEE,4.3,Low,12th,Semi-Urban,High,Yes,yes
ST7310,84.43,50.44,90.76,State,65.13,1,Allen,6.2,Low,PG,Rural,Low,No,yes
ST7311,67.51,58.8,87.62,State,71.81,2,No Coaching,5.3,Mid,12th,Rural,Low,No,no
ST7312,97.13,53.9,73.29,State,63.18,2,Allen,3.2,Mid,Upto 10th,Semi-Urban,Medium,Yes,no
ST7313,75.22,69.58,57.94,CBSE,72.83,2,Local,3.1,Low,Graduate,Semi-Urban,Low,No,no
ST7314,78.97,34.86,52.28,CBSE,71.58,1,Allen,3.5,Low,PG,Rural,Low,No,no
ST7315,81.32,48.11,63.35,ICSE,82.27,1,No Coaching,5.7,Mid,Graduate,Urban,High,Yes,no
ST7316,77.9,90.63,77.04,ICSE,52.94,1,FIITJEE,0,High,Graduate,Urban,High,No,yes
ST7317,83.75,51.15,89.92,CBSE,67.66,2,Local,4.8,Mid,12th,Semi-Urban,Medium,No,no
ST7318,63.36,85.89,73.01,State,67.74,2,Allen,2.7,High,Graduate,Semi-Urban,Medium,No,no
ST7319,64.18,71.69,82.02,State,86.87,1,FIITJEE,4.9,Low,Graduate,Semi-Urban,High,Yes,yes
ST7320,56.6,37.05,65.06,CBSE,63.86,2,Local,5.2,Low,Graduate,Urban,Low,Yes,no
ST7321,78.15,76.17,75.47,ICSE,77.27,1,Allen,1.2,Mid,PG,Rural,Low,No,no
ST7322,82.91,64.12,77.88,State,73.72,2,FIITJEE,4,Mid,Graduate,Urban,High,No,no
ST7323,78.41,58.71,44.24,ICSE,85.43,2,Local,4.8,Mid,Upto 10th,Semi-Urban,High,Yes,no
ST7324,95.44,69.92,63.04,State,80.96,2,No Coaching,4.7,Low,12th,Urban,High,No,no
ST7325,71.92,73.59,79.4,ICSE,76.21,1,Allen,4.3,Mid,Upto 10th,Semi-Urban,High,Yes,no
ST7326,81.36,77.32,71.29,State,69.45,1,Allen,2.1,Mid,12th,Rural,Low,Yes,no
ST7327,56.72,84.85,53.64,ICSE,56.48,1,Local,2.4,High,Graduate,Semi-Urban,Low,Yes,no
ST7328,66.58,72.53,38.84,ICSE,77.47,2,Allen,1.7,Low,12th,Rural,Medium,Yes,yes
ST7329,81.74,43.99,63.61,ICSE,80.3,2,FIITJEE,5.6,Low,PG,Rural,High,Yes,yes
ST7330,83.89,58.42,67.14,CBSE,59.25,2,Allen,4.3,Low,PG,Urban,Medium,Yes,no
ST7331,67.88,100,57.39,ICSE,62.66,2,Allen,4.4,Mid,Upto 10th,Semi-Urban,Low,Yes,no
ST7332,71,77.59,69.72,CBSE,77.52,1,FIITJEE,1.1,Low,PG,Urban,Medium,Yes,no
ST7333,50.75,100,74.08,CBSE,78.39,1,FIITJEE,4.4,Mid,Graduate,Semi-Urban,Low,Yes,no
ST7334,67,88.33,76.05,ICSE,65.09,2,No Coaching,5.8,High,Upto 10th,Semi-Urban,Low,No,no
ST7335,84.47,69.87,39.73,CBSE,69.26,1,FIITJEE,0.8,Low,Upto 10th,Semi-Urban,Medium,No,no
ST7336,80.05,70.82,52.23,CBSE,56.64,2,Allen,3.4,High,Upto 10th,Urban,Medium,Yes,no
ST7337,79.01,65.41,64.34,CBSE,88.77,2,Local,1.4,High,PG,Urban,High,No,yes
ST7338,72.7,38.2,74.87,State,62,1,Allen,3.7,Low,12th,Semi-Urban,Low,No,no
ST7339,72.1,66.29,73.87,ICSE,80.42,1,No Coaching,2.7,Low,PG,Urban,High,Yes,no
ST7340,62.76,85.37,73.66,CBSE,74.65,1,Local,5.3,Mid,Upto 10th,Semi-Urban,High,Yes,no
ST7341,81.78,56.41,63.4,ICSE,87.9,2,No Coaching,4.8,High,12th,Urban,Low,Yes,no
ST7342,77.89,72.59,64.07,CBSE,67.08,2,Allen,7.1,High,Upto 10th,Urban,Medium,No,no
ST7343,78.89,79.63,59.26,ICSE,75.61,2,FIITJEE,4.4,Mid,Upto 10th,Rural,High,Yes,no
ST7344,64.64,51.45,77.22,CBSE,58.02,1,Local,5.2,Low,12th,Urban,High,Yes,yes
ST7345,41.85,58.78,56.95,State,55.61,1,Allen,3.4,High,12th,Semi-Urban,Low,No,no
ST7346,87.36,49.71,78.2,State,80.96,1,Local,2.3,Mid,Upto 10th,Urban,Medium,No,no
ST7347,65.3,52.85,70.49,State,57.15,1,No Coaching,6.2,High,Upto 10th,Urban,Medium,No,no
ST7348,59.92,45.4,67.46,CBSE,72.72,1,Allen,7,High,PG,Semi-Urban,High,Yes,no
ST7349,81.71,51.59,60.12,ICSE,85.11,1,Local,5.9,Mid,PG,Urban,Low,No,no
ST7350,66.51,88.71,51.73,CBSE,82.47,1,Allen,4.8,High,PG,Rural,High,Yes,no
ST7351,86.84,51.35,60.23,State,68.35,2,Allen,2.6,Mid,Graduate,Rural,Medium,No,no
ST7352,80.64,68.02,64.04,CBSE,59.11,1,No Coaching,6.8,Mid,Upto 10th,Rural,High,No,no
ST7353,81.57,57.95,39.57,ICSE,80.09,1,No Coaching,5.7,High,PG,Rural,Low,No,no
ST7354,52.88,84.86,65.63,State,88.42,2,No Coaching,8.5,High,Upto 10th,Semi-Urban,High,No,no
ST7355,88.97,86.98,79.09,CBSE,68.38,2,FIITJEE,2.2,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST7356,75.66,79.83,74.81,ICSE,66.97,1,Local,6.2,Low,PG,Rural,Low,No,no
ST7357,66.83,70.9,62.05,State,69.75,2,No Coaching,5.6,High,PG,Semi-Urban,Low,Yes,no
ST7358,74.01,62.3,68.56,ICSE,80.72,1,FIITJEE,3.8,Low,Upto 10th,Urban,Low,Yes,no
ST7359,47.13,46.93,61.33,ICSE,87.29,1,FIITJEE,7.2,Low,Upto 10th,Urban,Low,Yes,yes
ST7360,77.72,97.1,69.79,State,62.6,1,Local,5.3,Mid,12th,Urban,Low,Yes,no
ST7361,57.59,53.85,86.48,CBSE,60.02,2,Local,2.6,High,12th,Rural,High,Yes,no
ST7362,53.06,76.62,79.62,CBSE,98.4,2,No Coaching,4.3,Low,PG,Rural,Low,Yes,no
ST7363,50.69,82.95,74.25,CBSE,73.23,1,FIITJEE,2.6,Low,12th,Semi-Urban,Medium,No,no
ST7364,87.58,57.12,62.09,CBSE,77.53,2,Local,3.6,Low,PG,Semi-Urban,Low,Yes,yes
ST7365,63.19,82.61,77,ICSE,68.08,1,Local,5.9,High,Upto 10th,Semi-Urban,Medium,No,no
ST7366,93.47,78.23,47.76,CBSE,79.9,1,Local,6.5,Mid,12th,Rural,Medium,No,no
ST7367,64.5,93.65,64.97,CBSE,84.6,2,Local,4.9,High,PG,Semi-Urban,Medium,Yes,no
ST7368,48.1,58.49,75,ICSE,78,2,FIITJEE,3,Mid,Upto 10th,Urban,Medium,No,no
ST7369,56.37,45.43,76.89,ICSE,92.41,2,Allen,5.3,Low,PG,Urban,Medium,Yes,yes
ST7370,89.3,57.91,76.04,State,71.73,1,Local,5.9,High,Graduate,Urban,High,No,no
ST7371,69.82,69.34,71.54,ICSE,72.37,2,FIITJEE,0.6,Mid,12th,Rural,Medium,Yes,no
ST7372,64.32,66.93,65.65,State,77.31,2,Local,4.7,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST7373,74.24,59.7,74.46,State,79.65,2,FIITJEE,4.1,Low,Upto 10th,Semi-Urban,Medium,No,no
ST7374,79.02,35.45,56.57,CBSE,77.28,1,No Coaching,6.4,High,PG,Rural,High,Yes,no
ST7375,87.64,73.53,57.86,CBSE,62.16,1,Allen,5.3,Mid,PG,Rural,Low,Yes,no
ST7376,92.28,97.56,68.74,CBSE,78.13,1,FIITJEE,5.5,Low,Upto 10th,Urban,Medium,No,yes
ST7377,66.96,73.43,70.08,ICSE,71.26,1,FIITJEE,3.5,Low,Graduate,Rural,High,Yes,no
ST7378,53.44,75.75,46.09,ICSE,69.19,1,FIITJEE,4.5,Low,PG,Urban,High,No,no
ST7379,66.21,75.16,73.46,CBSE,75.32,2,Local,6.4,Mid,Graduate,Urban,High,Yes,no
ST7380,75.64,72.35,77.27,CBSE,65.38,2,No Coaching,4.4,Mid,Graduate,Semi-Urban,Low,No,no
ST7381,58.51,80.91,67.07,ICSE,63.65,1,Local,4.8,Low,Graduate,Urban,High,Yes,yes
ST7382,58.6,72.33,96.49,State,50,2,No Coaching,1.4,Mid,12th,Semi-Urban,Medium,No,no
ST7383,76.81,61,59.8,State,92.47,1,Allen,4.4,Low,Graduate,Urban,Medium,Yes,yes
ST7384,71.32,53.26,63.67,CBSE,80.56,1,Local,0.5,Low,12th,Semi-Urban,Medium,Yes,no
ST7385,72.46,62.02,63.26,CBSE,73.83,1,FIITJEE,3.5,Mid,Graduate,Rural,Low,Yes,no
ST7386,61.38,71.03,67.09,CBSE,68.33,1,Allen,4.6,Mid,Graduate,Semi-Urban,High,No,no
ST7387,68.77,60.94,64.06,State,50,1,Local,6,High,12th,Rural,Medium,Yes,no
ST7388,59.06,71.03,51.12,CBSE,67.71,1,No Coaching,2.5,High,PG,Semi-Urban,Medium,Yes,no
ST7389,84.46,73.03,61.44,State,82.16,2,Local,5.2,Mid,PG,Rural,Medium,No,no
ST7390,86.49,79.33,66.83,ICSE,84.42,2,Local,7.4,Mid,Upto 10th,Rural,Low,No,no
ST7391,46.15,86.52,82.74,ICSE,81.42,2,FIITJEE,3.2,Mid,Upto 10th,Rural,Medium,Yes,no
ST7392,58.99,67.25,94.43,ICSE,76.58,2,FIITJEE,1.4,Mid,PG,Urban,High,No,yes
ST7393,51.05,45.08,84.03,CBSE,88.04,2,Allen,5.1,Low,Upto 10th,Rural,High,Yes,no
ST7394,62.9,60.48,58.7,ICSE,71.71,2,FIITJEE,2.1,Low,PG,Semi-Urban,Low,No,yes
ST7395,70.83,66.71,59.65,State,85.85,1,Local,2.9,High,Upto 10th,Rural,Low,No,no
ST7396,51.7,36.63,66.09,State,71.15,1,Local,6.3,Mid,PG,Rural,Low,No,no
ST7397,59.09,88.22,89.41,State,66.19,1,No Coaching,8.3,High,12th,Semi-Urban,High,Yes,no
ST7398,57.94,68.28,66.01,CBSE,64.94,1,Local,2.5,Mid,Upto 10th,Rural,Low,Yes,no
ST7399,74.9,72.1,52.07,CBSE,64.36,2,Allen,3,Mid,12th,Semi-Urban,Low,Yes,no
ST7400,72.97,87.85,61.99,State,81.59,1,Allen,3.6,Mid,12th,Rural,High,Yes,no
ST7401,61.9,55.92,77.08,State,67.57,2,FIITJEE,3.4,Low,12th,Semi-Urban,Medium,No,yes
ST7402,74.48,75.18,76.28,State,64.67,2,No Coaching,8.4,High,12th,Semi-Urban,Low,Yes,no
ST7403,64.35,64.24,65.6,State,82.14,2,Local,3.4,Mid,12th,Rural,Medium,Yes,no
ST7404,68.2,63.05,76.2,ICSE,78.28,2,FIITJEE,3.7,High,Graduate,Rural,Medium,Yes,no
ST7405,95.43,53.64,40.72,State,84.63,2,Local,7.7,High,12th,Rural,Medium,No,no
ST7406,90.77,92.65,69.25,CBSE,80.13,2,Allen,5.7,Low,Upto 10th,Rural,Medium,No,yes
ST7407,53.81,59.99,78.33,CBSE,67.47,1,Allen,6.5,Low,12th,Rural,Low,Yes,yes
ST7408,83.62,77.19,58.01,CBSE,75.76,1,No Coaching,2.7,Mid,Upto 10th,Rural,Low,No,no
ST7409,83.36,36,57.96,CBSE,76.25,1,Local,3.4,High,12th,Urban,Low,No,no
ST7410,55.92,84.88,45.6,CBSE,65.81,1,Local,2.4,Low,Upto 10th,Rural,High,No,no
ST7411,83.46,82.84,87.08,State,63.95,1,Allen,6.1,High,12th,Urban,High,No,no
ST7412,93.53,67.56,59.36,State,68.19,1,No Coaching,7,High,PG,Urban,Medium,No,no
ST7413,56.28,62.37,70.89,ICSE,95.37,1,FIITJEE,3.3,Mid,Graduate,Urban,High,Yes,no
ST7414,59.15,72.4,75.25,ICSE,70.87,2,No Coaching,3.8,High,Upto 10th,Rural,Medium,No,no
ST7415,86.25,100,86.14,ICSE,87.33,2,FIITJEE,3.9,Low,Upto 10th,Semi-Urban,Medium,No,no
ST7416,75.8,37.79,66.15,State,70.31,1,FIITJEE,1.4,Mid,12th,Semi-Urban,Low,No,no
ST7417,79.72,78.51,61.53,ICSE,83.89,1,Allen,3.2,Mid,Upto 10th,Semi-Urban,Low,Yes,no
ST7418,76.77,51.41,70.08,State,84.02,2,FIITJEE,6,Mid,12th,Rural,High,No,no
ST7419,77.47,65.68,83.41,CBSE,84.53,1,Local,2.7,Low,Graduate,Semi-Urban,Low,No,yes
ST7420,53.43,62.03,65.96,State,78.88,2,Allen,4.7,Mid,PG,Semi-Urban,High,No,no
ST7421,86.66,59.15,56.54,State,88.77,1,No Coaching,1.9,High,PG,Rural,Low,No,no
ST7422,88.37,65.83,49.51,CBSE,78.78,2,No Coaching,4.2,Mid,Graduate,Rural,Low,Yes,no
ST7423,68.79,47.85,53.34,CBSE,92.14,2,FIITJEE,3.4,Low,12th,Urban,High,Yes,yes
ST7424,71.39,82.47,78.37,CBSE,58.8,1,Local,2.1,Low,12th,Rural,Medium,Yes,yes
ST7425,50.56,37.29,64.15,ICSE,78.48,1,No Coaching,6.1,Mid,Graduate,Semi-Urban,High,Yes,no
ST7426,79.2,74.64,60.71,ICSE,77.83,2,FIITJEE,6.2,High,Upto 10th,Rural,Low,No,no
ST7427,80.01,60.78,59.41,ICSE,65.63,1,No Coaching,2.6,Low,Upto 10th,Rural,Medium,Yes,yes
ST7428,71.13,47.27,69.02,CBSE,80.8,1,Local,4.1,Low,Upto 10th,Semi-Urban,Low,Yes,yes
ST7429,87.74,69.24,65.13,ICSE,60.1,2,FIITJEE,4.6,Low,Graduate,Semi-Urban,Low,Yes,yes
ST7430,67.32,41.09,64.72,CBSE,68.46,2,Local,0.9,Mid,PG,Rural,Low,No,no
ST7431,79.9,66.64,84.19,CBSE,55.01,1,FIITJEE,1.7,Low,PG,Rural,Medium,Yes,no
ST7432,57.72,43.23,86.46,CBSE,90.59,1,Local,7.1,Low,PG,Rural,Low,No,yes
ST7433,71.67,73.38,48.68,ICSE,72.68,2,No Coaching,2.4,Low,12th,Semi-Urban,High,No,yes
ST7434,69.56,51.21,71.93,ICSE,96.67,2,No Coaching,7,Mid,Graduate,Urban,High,No,no
ST7435,75.15,58.78,58.68,CBSE,83.03,2,Local,1.8,Low,Upto 10th,Rural,High,Yes,yes
ST7436,66.83,70.7,65.02,ICSE,79.48,1,No Coaching,5.8,Low,PG,Rural,Medium,Yes,yes
ST7437,70.16,53.64,71.71,State,69.14,2,No Coaching,3.9,Mid,PG,Rural,High,Yes,no
ST7438,83.56,65.07,65.45,ICSE,64.54,1,FIITJEE,4.2,Mid,PG,Urban,Low,Yes,no
ST7439,65.89,41.78,70.77,CBSE,80.23,2,Local,8.2,High,12th,Rural,Medium,No,no
ST7440,49.51,76.09,76.08,CBSE,74.28,1,FIITJEE,2,Low,12th,Urban,Low,Yes,yes
ST7441,96.49,94.24,71.53,CBSE,61.61,1,No Coaching,5.7,Mid,Upto 10th,Rural,Low,Yes,no
ST7442,91.34,100,60.24,State,59.83,2,No Coaching,5.6,High,PG,Semi-Urban,Low,Yes,no
ST7443,53.91,67.46,60.45,CBSE,65.41,1,Allen,10,Low,PG,Urban,High,No,yes
ST7444,81.66,78.61,50.72,CBSE,93.21,2,Local,2.3,Mid,PG,Semi-Urban,High,No,no
ST7445,64.96,37.51,57.75,ICSE,97.13,1,Local,3.2,Mid,12th,Rural,Medium,No,no
ST7446,75.69,90.04,91.54,State,77.05,1,FIITJEE,6.1,Low,Upto 10th,Semi-Urban,Medium,No,no
ST7447,76.12,78.42,58.5,ICSE,76.49,1,Local,4.1,Low,Graduate,Urban,High,Yes,no
ST7448,68.72,58.26,53.68,CBSE,71.64,2,FIITJEE,3.6,High,12th,Rural,High,No,no
ST7449,61.03,85.79,71.84,CBSE,65.66,2,No Coaching,6.4,Low,PG,Semi-Urban,Low,No,yes
ST7450,62.33,61.93,66.68,State,88.75,1,Allen,4,Low,Upto 10th,Urban,High,Yes,yes
ST7451,59.17,58.67,65.65,CBSE,93.74,2,No Coaching,2.7,Low,Upto 10th,Urban,Low,Yes,no
ST7452,60.35,73.61,84.91,State,66.07,1,FIITJEE,6,Mid,Graduate,Urban,High,Yes,no
ST7453,71.06,48.99,74.59,ICSE,74.17,2,FIITJEE,5.3,High,PG,Semi-Urban,Low,No,no
ST7454,61.98,82.35,61.64,State,70.5,2,Allen,3.9,High,12th,Urban,High,No,no
ST7455,81.55,49.1,62.91,ICSE,70.8,1,No Coaching,3.8,High,12th,Rural,High,Yes,no
ST7456,92.82,49.2,61.97,CBSE,86.86,1,Local,2.7,Mid,12th,Rural,Medium,No,no
ST7457,63.88,51.44,78.5,ICSE,61.88,1,Allen,6,Low,PG,Urban,Medium,Yes,no
ST7458,75.35,78.15,64.3,ICSE,79.66,2,Local,3.8,Mid,PG,Urban,Low,Yes,no
ST7459,79,56.13,46.48,ICSE,82.28,1,No Coaching,3,High,PG,Rural,Medium,No,no
ST7460,78.61,44.43,67.42,State,73.58,1,Allen,1.9,Low,12th,Rural,Medium,Yes,no
ST7461,73.06,56.31,49.56,ICSE,83.93,2,No Coaching,5.3,Low,PG,Urban,High,Yes,no
ST7462,82.4,65.49,94.21,State,76.48,2,No Coaching,3.5,High,PG,Rural,Low,No,no
ST7463,78.75,47.1,56.41,State,87.17,1,Local,0.5,Low,PG,Urban,Medium,No,no
ST7464,54.67,47.57,66.06,State,59.78,1,Local,2.1,Mid,Graduate,Semi-Urban,Medium,No,no
ST7465,84.17,99.78,71.1,CBSE,71.51,2,Local,4,High,Graduate,Urban,High,No,no
ST7466,84.42,52.23,64.54,CBSE,74.28,2,No Coaching,4.1,Mid,PG,Urban,High,Yes,no
ST7467,61.31,60.83,64.52,CBSE,50,2,FIITJEE,4,Low,PG,Semi-Urban,High,No,yes
ST7468,72.53,60.12,73.06,State,64.14,2,No Coaching,3.7,High,12th,Urban,Low,No,no
ST7469,81.57,59.26,86.31,CBSE,66.86,1,FIITJEE,1.5,Low,Upto 10th,Urban,High,Yes,yes
ST7470,69.07,75.94,77.21,ICSE,84.48,1,Allen,2.8,High,PG,Semi-Urban,Low,Yes,no
ST7471,87.02,81.17,85.74,State,67.93,2,Local,6.9,High,12th,Rural,High,Yes,no
ST7472,100,61.1,55.44,CBSE,66.82,1,Local,6.6,High,12th,Rural,Medium,Yes,no
ST7473,61,46.22,71.81,State,83.17,1,No Coaching,5.7,High,Upto 10th,Rural,Low,No,no
ST7474,52.67,86.39,69.86,CBSE,58.82,1,FIITJEE,5.5,High,12th,Rural,High,No,no
ST7475,76.25,64.47,72.21,ICSE,54.29,2,Allen,6.3,Low,Upto 10th,Rural,High,No,yes
ST7476,82.1,93.69,84.51,State,71.38,1,No Coaching,2.3,High,PG,Semi-Urban,Medium,Yes,no
ST7477,68.77,30.07,65.35,CBSE,60.52,2,Allen,4.6,Mid,Graduate,Semi-Urban,Medium,Yes,no
ST7478,92.35,69.13,63.13,CBSE,60.9,1,FIITJEE,2.3,High,Upto 10th,Urban,Medium,Yes,no
ST7479,53.26,96.7,74.41,ICSE,80.73,2,Local,2.3,Mid,PG,Rural,High,Yes,no
ST7480,81.7,60.35,46.66,ICSE,83.76,2,Local,5.2,Low,PG,Semi-Urban,Medium,Yes,yes
ST7481,63.52,62.39,65.16,CBSE,82.89,2,FIITJEE,6.4,High,Graduate,Semi-Urban,Medium,No,no
ST7482,96.07,70.73,66.39,CBSE,86.09,1,Local,4.1,High,12th,Rural,Low,No,no
ST7483,99.9,57.06,56.96,State,87.41,1,No Coaching,7.8,Mid,Upto 10th,Semi-Urban,Low,Yes,no
ST7484,61.27,61.01,80.68,State,53.71,1,FIITJEE,4.9,High,Upto 10th,Urban,Low,Yes,no
ST7485,64.31,60.59,55.25,CBSE,79.5,1,Local,2.9,Low,12th,Urban,High,No,yes
ST7486,84.03,55.96,66.37,ICSE,69.7,1,FIITJEE,2.3,Low,Graduate,Rural,Low,No,yes
ST7487,66.58,85.66,71.52,State,67.53,2,Allen,6.5,High,Upto 10th,Rural,High,No,no
ST7488,71.36,73.38,84.24,CBSE,80.6,1,No Coaching,4.8,Mid,Upto 10th,Rural,Medium,Yes,no
ST7489,72.36,70.01,67.87,ICSE,57.7,1,No Coaching,5.9,Low,12th,Urban,High,Yes,yes
ST7490,45.12,78.94,79.23,ICSE,57.49,1,No Coaching,0,High,PG,Semi-Urban,High,Yes,yes
ST7491,71.81,61.77,76.41,CBSE,81.34,1,Local,5,Mid,Graduate,Urban,Medium,No,no
ST7492,62.34,53.61,69.48,CBSE,79.88,2,Allen,3.5,Mid,PG,Rural,Low,No,no
ST7493,65.1,56.36,54.93,State,76.37,2,Local,1.7,Low,PG,Semi-Urban,Low,No,no
ST7494,92.21,66.03,50.79,CBSE,66.2,2,Local,4.4,High,12th,Urban,Low,Yes,no
ST7495,54.41,49.05,69.28,State,82.44,2,FIITJEE,6.7,Low,Upto 10th,Rural,Medium,No,no
ST7496,83.38,58,61.49,ICSE,81.8,1,No Coaching,9,Mid,12th,Rural,High,Yes,no
ST7497,68.09,57.74,79.03,State,75.85,2,Local,5,Low,PG,Semi-Urban,Medium,Yes,yes
ST7498,68.08,99.99,76.95,CBSE,63.23,1,No Coaching,3.1,High,12th,Urban,Medium,Yes,no
ST7499,83.07,21.62,65.78,State,70.75,2,Allen,3,Low,Graduate,Semi-Urban,Medium,Yes,no
ST7500,76.76,63.13,54.11,ICSE,83.38,2,Allen,6.4,Mid,PG,Semi-Urban,Medium,No,no
ST7501,79.99,93.61,74.13,ICSE,88.27,1,No Coaching,2.5,Low,PG,Urban,High,Yes,yes
ST7502,85.55,67.95,55.78,CBSE,71.73,1,No Coaching,5.7,Mid,Graduate,Urban,Low,No,no
ST7503,67.36,78.05,58.9,State,72.5,2,Allen,5.1,Mid,12th,Urban,Low,Yes,no
ST7504,63.43,67.6,56.25,CBSE,73.38,1,Allen,4.9,Mid,12th,Semi-Urban,Medium,No,no
ST7505,56.81,55.32,66.34,CBSE,77.75,1,Local,1.4,Low,12th,Semi-Urban,High,No,yes
ST7506,60.44,30.13,82.04,ICSE,69.19,1,Allen,3.8,High,Upto 10th,Urban,Medium,Yes,no
ST7507,100,69.29,67.94,State,50,2,Local,1.6,Mid,PG,Urban,High,Yes,yes
ST7508,89.43,53.59,62.68,CBSE,86.93,2,Allen,3.3,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST7509,53.08,53.19,49.69,ICSE,92.95,2,Local,6.3,Mid,PG,Urban,Low,No,no
ST7510,53.49,58.02,74.63,CBSE,68.88,2,FIITJEE,7,Low,Upto 10th,Rural,Low,No,yes
ST7511,78.75,93.92,58.64,State,64.33,1,FIITJEE,4.9,Mid,PG,Urban,Medium,Yes,no
ST7512,79.66,100,69.41,CBSE,73.63,1,Local,3.4,Low,Graduate,Rural,Low,Yes,yes
ST7513,79.68,69.48,63.75,State,73.12,1,No Coaching,7.7,Mid,Graduate,Rural,Medium,No,no
ST7514,68.43,58.56,78.06,ICSE,84.96,1,FIITJEE,3.3,Mid,PG,Semi-Urban,High,Yes,no
ST7515,70.24,47.16,66.11,ICSE,75.55,2,Allen,2.2,Mid,Upto 10th,Semi-Urban,High,Yes,no
ST7516,76.59,73.5,67.29,CBSE,67.07,1,No Coaching,5.9,High,PG,Semi-Urban,High,Yes,no
ST7517,73.2,94.53,73.83,ICSE,61.82,2,Allen,5.4,Low,Upto 10th,Urban,High,Yes,no
ST7518,40.93,62.04,93.28,CBSE,83.66,2,FIITJEE,3.4,High,12th,Semi-Urban,Medium,No,no
ST7519,68.78,27.94,78.66,CBSE,81,2,Allen,4.7,Low,Graduate,Urban,Low,No,no
ST7520,60.08,76.72,66.94,State,85.61,1,Local,5.4,Mid,PG,Semi-Urban,High,Yes,no
ST7521,74.45,81.77,68.04,CBSE,65.32,1,No Coaching,4.9,Low,Graduate,Rural,Low,Yes,yes
ST7522,100,40.63,61.7,State,93.38,2,FIITJEE,5.4,Low,Graduate,Semi-Urban,Medium,No,no
ST7523,77.14,68.82,56.6,CBSE,57.56,2,No Coaching,3.5,Mid,PG,Rural,Low,Yes,no
ST7524,67.61,73.22,61.37,State,82.1,1,Local,5.6,Mid,12th,Urban,Low,Yes,no
